text,"['Name_Calling,Labeling']","['Exaggeration,Minimisation']","['Doubt', 'Appeal_to_fear-prejudice']",['Black-and-White_Fallacy'],"['Straw_Men', 'Whataboutism', 'Red_Herring']",['Bandwagon'],['Flag-Waving'],"['Repetition', 'Slogans']"
They have yet to come to grips with the fact that “extremism” is and always has been so distressingly widespread in Muslim communities. But they will.,0,0,1,0,0,0,0,0
"​Despite suffering several public and humiliating reversals in various forums and venues, those pushing for boycotts, divestment and sanctions (BDS) against Israel have not dispensed with their pernicious campaign of hate.",1,0,0,0,0,0,0,0
Lew and two other directors identified as either Jewish or pro-Israel became instant targets of a campaign of hate laced with blatant anti-Semitic overtones.,0,0,1,0,0,0,0,0
Sadikov made light of his “punch a Zionist” tweet calling it a “misguided joke.,0,0,0,0,0,0,0,1
"The latest outrage perpetrated by BDS activists occurred at McGill University, where a Jewish student and two non-Jewish students identified as pro-Israel were removed from their positions as directors of the Students Society of McGill University (SSMU).",0,0,0,0,0,0,0,0
The toxic environment is due almost exclusively to an active and vocal presence of BDS agitators on campus.,1,0,0,0,0,0,0,0
BDS provocateurs at McGill had relentlessly tried and failed to pass boycott resolutions against Israel.,1,0,0,0,0,0,0,0
"In fact, three attempts within an 18-month period were quashed.",0,0,0,0,0,0,0,0
The malevolent BDS campaign at McGill had belatedly come to an ignominious end; or so we thought.,1,0,0,0,0,0,0,0
But Democratize SSMU was anything but democratic.,0,0,1,0,0,0,0,0
Democratize SSMU shamefully highlighted Lew’s ethnicity as a reason for his removal.,0,0,0,0,0,0,0,0
It was repulsive display leftist-fascist bigotry at its worst.,0,1,0,0,0,0,0,0
The bigoted BDS provocateurs applauded as Lew and the other two board members were removed from their posts.,1,0,0,0,0,0,0,1
"Even by BDS standards, their manifestly anti-Semitic campaign antics were beyond the pale.",1,1,0,0,0,0,0,0
"The vitriolic BDS campaign immediately sparked outrage among watchdog groups and politicians prompting McGill principal, Suzanne Fortier, to announce that the school would be conducting an investigation into the matter.",1,0,0,0,0,0,0,0
"Judging by past “investigations” conducted by other schools – SFSU, CUNY and UCI, to name a few – I am not optimistic.",0,0,1,0,0,0,0,0
"He was warned by others who had prior dealings with the SSMU, to keep his Jewish identity secret lest he sabotage his chances.",0,0,1,0,0,0,0,0
” Lew and other board members passionately advocated in favor of ratification and their arguments ultimately prevailed over the naysayers.,0,0,0,0,0,0,0,0
"An enlightened, progressive school was suddenly transformed into something harking back to the days of Nazi Germany and the Nuremberg Laws.",0,0,0,0,0,0,0,0
"But in the instant case, McGill’s BDS campaigners dispensed with their traditional charade and overtly launched their attack against Jews.",0,0,0,0,0,0,0,0
They’ll be putting up barriers and razor wire in preparation for the migrant caravan headed to the US/Mexico border.,0,0,0,0,0,0,0,1
"And now on to ""civil rights hero"" (TM) Rep.",1,0,0,0,0,0,0,0
That fails to explain why he met with him.,0,0,1,0,0,0,0,0
Today is no different – he still rejects the harmful and divisive views Farrakhan continues to espouse.,0,0,0,0,0,0,0,0
"The statement though is full of conspiracy theories and blames everyone else for Davis' behavior except him. And now on to ""civil rights hero"" (TM) Rep.",0,0,0,0,0,0,0,0
But we've seen that before. So it likely doesn't represent his views.,0,0,1,0,0,0,0,0
"He declined to condemn Farrakhan in a statement released to The Daily Caller News Foundation on Thursday. “I have fought all my life to advance the cause of social justice and equality, and I have always opposed bigotry in all its forms,” Clyburn said in the statement.",0,0,0,0,1,0,0,0
Obviously not going to happen.,0,0,1,0,0,0,0,0
"We're starting to have that ""national dialogue"" about racism that the left keeps wanting us to have.",0,0,0,0,1,0,0,0
The words “conspiracy theorists” are being bandied about.,1,0,0,0,0,0,0,0
Are they for real?,0,0,0,0,0,0,0,1
"Further, the FBI insists there is no jihad motive, while saying they don’t know his motive.",0,0,1,0,0,0,0,0
"That raised a number of question, including why no one called 911 after what must have been a loud volley of shots in a hotel hallway.",0,0,1,0,0,0,0,0
"Are they for real? A well-coordinated, meticulously planned attack on concertgoers leads to the murder of 58 Americans at a country music festival in Las Vegas, with over 500 injured, and they have no explanation or motive.",0,0,1,0,0,0,0,0
"Do the FBI and law enforcement think people won’t talk about it or speculate as to what happened? Are they for real? Further, the FBI insists there is no jihad motive, while saying they don’t know his motive.",0,0,1,0,0,0,0,0
"Las Vegas police said Friday that the gunman who opened fire on a country music festival far below his hotel suite did not shoot a security guard six minutes before that rampage, contradicting a timeline they had offered earlier this week….",0,0,1,0,0,0,0,0
” These discrepancies on basic facts are feeding conspiracy theories.,0,0,1,0,0,0,0,0
There is no low to which the Democrats will not sink to attain their nefarious goals of stopping the President from strengthening America and protecting Americans.,0,0,0,0,0,0,1,0
"Democrats Want Us To Believe All Women…Unless They’re Accusing Keith Ellison, Bill Clinton, Al Franken Or George Soros",0,0,0,1,0,0,0,0
This is clearly a set-up (Christine Ford is also a far-left Democrat operative) designed to derail the nomination of a good man.,1,0,0,0,0,0,0,0
This isn’t “boys will be boys.,0,0,0,0,0,0,0,1
So far at least it falls far short of the evidence against virtually any other politician or celebrity who has faced consequences during this #MeToo moment.,0,1,0,0,0,0,0,0
"Those are important discrepancies, and if six years ago she told the therapist four men and says two men now, that suggests that her memory of the event may be suspect.",0,0,1,0,0,0,0,0
"If someone saw Kavanaugh stumbling drunk at the party, that would obviously bolster Ford’s account.",0,0,0,0,0,0,0,0
"As a former trial lawyer, I can tell you that while neither notes nor memories are infallible, in a contest between contemporaneous notes and later verbal testimony about those notes, the content of the written notes usually prevails.",0,0,0,0,0,0,0,0
"Juries are extremely skeptical of witnesses who contradict written notes — after all, the notes are taken when the words are immediate and there isn’t the overwhelming pressure of a trial to conform your testimony to the desired outcome.",0,0,0,0,0,0,0,0
That seemed to set the stage for Saudi officials to find a way to explain away the alleged shocking death.,0,0,0,0,0,0,0,0
"WASHINGTON — On an emergency mission to resolve a diplomatic crisis, Secretary of State Michael R.",0,0,0,0,0,0,0,0
"President Donald Trump on Monday ordered Pompeo to rush to the desert kingdom to try to determine the fate of the missing journalist, Jamal Khashoggi, and the diplomat quickly hopped a plane.",0,0,0,0,0,0,0,0
"Turkish media reports, based in part on apparent audio recordings, have said Khashoggi was beaten to death and then dismembered in the building.",0,0,1,0,0,0,0,0
"Trump has said he would impose “severe” punishment if proof emerges that Saudi rulers sanctioned Khashoggi’s murder, but he has not said what that would entail.",0,0,0,0,0,0,0,0
"The mission controllers at the Johns Hopkins Applied Physics Laboratory in Laurel, Maryland, will bring the spacecraft out of its electronic slumber in June to begin a series of system checkouts and other activities to prepare it for the next record-breaking encounter.",0,1,0,0,0,0,0,1
"In 1994, US astronomer Carl Sagan reflected on the significance of the photograph to an audience at Cornell University, famously coining its name as the ""Pale Blue Dot"", and giving one of the most widely published speeches of all time.",1,0,0,0,0,0,0,0
© Getty Carl Sagan and the 'Pale Blue Dot' photograph,1,0,0,0,0,0,0,0
NASA captures farthest ever image from Earth,0,1,0,0,0,0,0,0
"In December it successfully carried out the most-distant course-correction manoeuvre ever, with the mission team guiding it towards a close-encounter with a KBO scheduled for 1 January 2019.",0,1,0,0,0,0,0,0
"“That New Year's flight past MU69 will be the farthest planetary encounter in history, happening one billion miles beyond the Pluto system - which New Horizons famously explored in July 2015,"" said NASA.",0,1,0,0,0,0,0,0
NASA has released a record-breaking photograph taken by the New Horizons spacecraft when it was 3.,0,0,0,0,0,0,0,0
The consequences of that act have been so outlandish – even for people who are mostly OK with Francis – that very few people are still willing to make polite noises about it.,0,0,0,0,0,0,0,0
"Dario Vigano, prefect of the Secretariat for Communications, the former pope reportedly offers an impassioned defense of Pope Francis against the claim that he lacks theological and philosophical formation.",0,0,0,0,0,0,0,0
"” Whether Benedict actually wrote this letter or not, it gives rise to a number of grave questions that need to be answered rather urgently before history closes the book on this commedia diabolica.",0,0,0,0,0,0,0,0
"At the time and since then, particularly in light of what has been happening, it seems one of the most bizarre aspects of this whole bizarre situation that the reasons offered have been so trivial, so inappropriately, so disproportionately petty.",0,0,0,0,0,0,0,0
These absurd responses to serious questions of grave import have raised the inescapable suspicion that Benedict simply did not take the papacy as seriously as the rest of us did.,0,0,0,0,0,0,0,0
"For reasons, all we heard at the time was, essentially, “I’m tired.” There was some implication that he didn’t feel up to international travel anymore, so couldn’t make it to World Youth Day and similar events.",0,0,0,0,0,0,0,0
"The trivialising of the resignation seemed to go hand in hand with the modern concept of the pope-as-pop-star, something we had thought Benedict was too serious a man, too serious a Catholic, to believe himself.",0,0,0,0,0,0,0,0
"And since then, as all the poisons that had been lurking for fifty years in the NewChurch mud are busily hatching out, many Catholics want to know why we hear nothing from him?",0,0,0,0,0,0,0,0
"Error, even heresy and blasphemy are pouring daily out of the mouth of his successor, who has, literally, turned the Vatican into a den of thieves, and we hear nothing but the occasional, carefully worded statement on how fine everything is.",0,0,0,0,0,0,0,0
