text,"['Name_Calling,Labeling']","['Exaggeration,Minimisation']","['Doubt', 'Appeal_to_fear-prejudice']",['Black-and-White_Fallacy'],"['Straw_Men', 'Whataboutism', 'Red_Herring']",['Bandwagon'],['Flag-Waving'],"['Repetition', 'Slogans']"
The fact that many of these accounts were also suspended by Twitter shortly thereafter should tell you that this is a coordinated effort to silence large swaths of the population.,0,0,1,0,0,0,0,0
My friend John Vibes is an amazing person who contributes to The Free Thought Project.,1,0,0,0,0,0,0,0
Nicholas Bernabe of The AntiMedia is another alternative journalist I consider a friend and support wholeheartedly.,0,0,0,0,0,0,0,0
He’s worked tirelessly to be a voice of truth in a world of lies.,1,0,0,0,0,0,0,0
"The timing of this purge is rather dubious in my view, coming shortly before the midterm elections.",0,0,1,0,0,0,0,0
I can only speculate that these suspensions were a coordinated effort to stifle our message ahead of the coming elections.,0,0,0,0,0,0,0,1
"Remember, this is coordinated, across multiple platforms.",0,0,0,0,0,0,0,1
"Back in September, an assault was led by YouTube, Google, and Facebook against Alex Jones of Infowars fame.",0,0,0,0,0,0,0,0
Shifting blindly or silently in one direction or another rightly incites users’ fury… The Google “internal research” even quotes outside experts like George Soros who express justification of censorship in non-U.,0,0,0,0,0,0,0,0
This is where free thought goes to die.,0,0,1,0,0,0,0,0
Definition of brainwashing,0,0,0,0,0,0,0,1
"1: a forcible indoctrination to induce someone to give up basic political, social, or religious beliefs and attitudes and to accept contrasting regimented ideas 2: persuasion by propaganda or salesmanship (source)",0,0,0,0,0,0,0,0
2 billion active users will be bombarded with these messages without any real option for the other side of the story.,0,1,0,0,0,0,0,0
"So regardless of whether you, personally, participate, this will color popular sentiment to a massive degree.",0,0,0,0,0,0,0,0
"It will grow the cognitive dissonance that assures people of things like “the government is your friend” and that “you don’t need to protect yourself, the police will take care of you.",0,0,0,0,0,0,0,1
"It will grow the cognitive dissonance that assures people of things like “the government is your friend” and that “you don’t need to protect yourself, the police will take care of you.” People who hate freedom will get unfettered access to the minds of 2 billion people.",0,0,0,0,0,0,0,1
That should scare the crap out of you. What can you do about the alternative media purge?,0,0,1,0,0,0,0,0
Subscribe to the newsletters of websites you enjoy.,0,0,0,1,0,0,0,0
Support them financially if you can.,0,0,0,1,0,0,0,0
"Bookmark them and visit regularly – if they have ads, your visits help them to make the money they need to stay afloat.",0,0,0,1,0,0,0,0
Share their articles on your own social media accounts.,0,0,0,1,0,0,0,0
Join alternative social media outlets like Gab and MeWe.,0,0,0,1,0,0,0,0
We’re watching the biggest campaign against freedom of speech and thought that has ever occurred in our part of the world.,0,1,1,0,0,0,0,0
And we should all be very concerned. Article posted with permission from Daisy Luther,0,0,1,0,0,0,0,0
This could be an attempt by Facebook itself to affect the outcome of the coming elections.,0,0,1,0,0,0,0,0
"“You get accused of treasonous activity and treasonous speech because in an empire of lies the truth is treason,” Paul told the Russia-based news outlet.",0,0,0,0,0,0,0,0
"” “Some of us tell the truth about our government, they call us treasonous and say we’re speaking out of line and they’d like to punish us, and I think that’s part of what’s happening with social media,” Paul told RT, adding that he hopes anti-government or anti-war voices can eliminate their “dependency” on the current social media platforms.",0,0,0,0,0,0,1,0
The Plague Is AIRBORNE And It’s Spreading Because People Are Literally ‘Dancing With Corpses’,0,0,0,0,0,0,0,0
The plague that’s airborne and has killed at least 124 people in Madagascar is now blamed on “dancing with corpses.” This is the time of year when the dead are wrapped in sheets and paraded through the streets while others dance around the bodies.,0,0,0,0,0,0,0,0
The local tradition is said to be one of the major causes of the spread of this disease.,0,0,0,0,0,0,0,0
"Some locals believe the whole plague is some kind of a government conspiracy, and say they have no intention of forgoing the ritual known as “famadihana.",0,1,1,0,0,0,0,0
"Health officials suspect it’s no coincidence that the outbreak coincides with the time of year when families customarily exhume the remains of dead relatives, wrap them in a sheet, and dance with them through the streets in a sacred ritual, AFP reports.",0,0,0,0,0,0,0,0
"The plague is a lie,” Helene Raveloharisoa told the wire service.",0,1,0,0,0,0,0,0
Josephine Ralisiarisoa firmly believes the country’s cash-strapped government is just exaggerating the problem to get money ahead of an election next year.,1,1,1,0,0,0,0,0
"And it isn’t that anyone is putting this past a government to lie for profits, but health officials have even warned tourists, a source of money, to stay away from Madagascar for their own health.",0,0,1,0,0,0,0,0
"“If a person dies of pneumonic plague and is then interred in a tomb that is subsequently opened for [the ritual], the bacteria can still be transmitted and contaminate whoever handles the body,” said Willy Randriamarotia, Madagascar’s health ministry chief of staff.",0,0,1,0,0,0,0,0
This scandal has set off a feeding frenzy as Internet sleuths search for other incidents in which Franken has acted inappropriately.,0,0,0,0,0,0,0,0
It is time to take our government back because at this point it has become an absolutely disgusting cesspool of filth and corruption. Article posted with permission from End of the American Dream,0,0,0,0,0,0,0,0
"For decades, Americans have known that very sick things happen behind the scenes in Washington D.",0,0,0,0,0,0,0,0
"I wanted to shout my story to the world with a megaphone to anyone who would listen, but even as angry as I was, I was worried about the potential backlash and damage going public might have on my career as a broadcaster.",0,1,0,0,0,0,0,0
"As much as we may be appalled by some of the things that Al Franken has done, the truth is that there are far worse offenders in Washington.",0,0,0,0,1,0,0,0
"In my article yesterday, I discussed how one Secret Service agent is charging former Vice-President Joe Biden of engaging in “Weinstein-level” behavior, and I also talked about how 15 million dollars in settlements have been secretly paid out to victims of sexual harassment in the House of Representatives in recent years.",1,0,0,0,0,0,0,0
"If you agree, I hope that you will support my campaign and the campaigns of other anti-establishment candidates that want to clean up the halls of Congress.",0,0,1,1,0,0,0,0
"Earlier this week, I wrote an article about how “sexual harassment is rampant in the halls of Congress”, and that was before a female radio anchor named LeeAnn Tweeden revealed that Al Franken had “forcibly kissed” and groped her during a USO tour in 2006.",0,1,0,0,0,0,0,0
I felt violated all over again. Embarrassed. Belittled. Humiliated.,0,0,0,0,0,0,0,0
"I’m no longer afraid. When the story initially broke, Franken rushed to issue an apology…",0,0,0,0,0,0,0,1
"Needless to say, many were completely unsatisfied with Franken’s very weak statement.",0,1,0,0,0,0,0,0
"In fact, some members of his own party said that his apology was entirely insufficient and are calling for Franken to be held accountable for his actions…",0,1,0,0,0,0,0,0
“Al Franken must be held accountable if our party wants to live up to our commitment to women & girls.”,0,0,1,0,0,0,0,0
"For example, a photo has surfaced of Franken grabbing Joy Behar in a very creepy manner.",0,0,0,0,0,0,0,0
"Franken, then a comedian, was quoted in a 1995 New York Magazine article discussing a skit for “Saturday Night Live” that involved drugging and raping CBS reporter Lesley Stahl.",0,0,0,0,0,0,0,0
"Then when Lesley is passed out, I take her to the closet and rape her.’ Or ‘That’s why you never see Lesley until February.",0,0,0,0,0,0,0,0
"The article, along with a 2000 Playboy column in which Franken talked about fantasizing a machine would perform oral sex on him, was used to attack Franken during his 2008 Senate campaign in Minnesota.",0,0,0,0,0,0,0,0
"Juanita Broaddrick, Kathleen Willey, Connie Hamzy, Eileen Wellstone, Sandra Allen James, Christy Zercher, Paula Jones, Monica Lewinsky, Gennifer Flowers, Elizabeth Ward Gracen, Sally Perdue, Lencola Sullivan, Susie Whitacre and Bobbie Ann William are some of the women that have made allegations against Clinton, and if even half of their allegations are true Clinton should be in prison for the rest of his life.",0,0,1,0,0,0,0,0
"There is a culture of corruption in Washington D.C., and we desperately need to drain the swamp. If you agree, I hope that you will support my campaign and the campaigns of other anti-establishment candidates that want to clean up the halls of Congress.",0,0,1,0,0,0,0,0
Not even the richest people in the country with the best lawyers would receive this type of treatment if they just admitted to killing an innocent person.,1,0,0,0,0,0,0,1
"As Guyger walks free awaiting her trial, the 9 people who were arrested protesting the murder and Guyger’s special treatment are still sitting behind bars.",0,0,0,0,1,0,0,0
Blue Privilege: Amber Guyger Free on Bail as Activists Who Peacefully Protested Her Rot in Jail,0,0,0,0,0,0,0,0
"The case of Amber Guyger, the police officer who admitted to shooting 26-year-old Botham Jean in his apartment for no reason, is a glaring example of “blue privilege” at work in our society.",1,0,0,0,0,0,1,0
"Despite admitting to killing an innocent man and having her initial statement contradicted by witness testimony, Guyger has been treated as more of a victim than a killer.",1,0,0,0,0,0,0,0
It would be reasonable to assume that these steps were taken intentionally because they want to see her get away with it.,0,0,0,0,0,0,0,0
